parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B07Z3WP416,1.424242424,33,1,"Quality (4), Value (7), Delivery (1), Usability (19)","The gel adhesive to chunky to use, the fibers fall apart never cures/dries. The bottle of liquid is almost empty and what does remain is sticky, clumpy and will not adhere to the nail. The grill is way to thick, fiber glass won't start on.","Based on 33 verified reviews (avg rating 1.4/5, credibility 1.00): The gel adhesive to chunky to use, the fibers fall apart never cures/dries. The bottle of liquid is almost empty and what does remain is sticky, clumpy and will not adhere to the nail. The grill is way to thick, fiber glass won't start on."
B07Z3YZ65X,4.170940171,117,1,"Quality (13), Value (9), Delivery (4), Content (2), Usability (36)",Good quality. Bottle Leaks! Made a big mess. Perfect size to have around with alcohol to spray items as needed. Nice misting spray for coverage. Will use for traveling as well Great travel item. Sturdy bottles.,"Based on 117 verified reviews (avg rating 4.2/5, credibility 1.00): Good quality. Bottle Leaks! Made a big mess. Perfect size to have around with alcohol to spray items as needed. Nice misting spray for coverage. Will use for traveling as well Great travel item. Sturdy bottles."
B07Z4CVTRP,3.965517241,29,1,"Quality (8), Value (9), Usability (8)","Reusable Glass Pump Container, Soap Lathers Well & Feels Good, Has Light Natural Scent. The container holds 12 oz. and the company sells 16 oz. refills (currently $6.95) in a paper based container styled like a milk carton.","Based on 29 verified reviews (avg rating 4.0/5, credibility 1.00): Reusable Glass Pump Container, Soap Lathers Well & Feels Good, Has Light Natural Scent. The container holds 12 oz. and the company sells 16 oz. refills (currently $6.95) in a paper based container styled like a milk carton."
B07Z4WMP3B,3.692307692,26,1,"Quality (1), Usability (14)",This is an awful drill. Hand piece stopped working after 2 months!!!! Very easy to use. The best file electronic file I’ve ever had Ehh. Got the job done but it took forever because the motor wasn't strong enough.,"Based on 26 verified reviews (avg rating 3.7/5, credibility 1.00): This is an awful drill. Hand piece stopped working after 2 months!!!! Very easy to use. The best file electronic file I’ve ever had Ehh. Got the job done but it took forever because the motor wasn't strong enough."
B07Z66Y6SN,3.096774194,31,1,"Quality (1), Value (5), Delivery (1), Usability (14)",Received a used machine and it broke after less than 5 months of use. Terrible. Burns fingertips. Barely softens dip powder much less remove it. Returned. Wrong cord in box. Waited too late to open for return. Not usable.,"Based on 31 verified reviews (avg rating 3.1/5, credibility 1.00): Received a used machine and it broke after less than 5 months of use. Terrible. Burns fingertips. Barely softens dip powder much less remove it. Returned. Wrong cord in box. Waited too late to open for return. Not usable."
B07Z7V229P,3.733333333,30,1,"Quality (1), Value (5), Usability (8)","The ingredients and the instructions are written in Chinese!  Long wearing, looks good!. LOVE this stuff. A little difficult and messy to remove, but lasts all day and once dry does not smear! Don't take off in tub or shower or you'll be cleaning up tiny ""eyelashes"" that can make a mess! Exceptional. This one is the best and the price is exceptional.","Based on 30 verified reviews (avg rating 3.7/5, credibility 1.00): The ingredients and the instructions are written in Chinese!  Long wearing, looks good!. LOVE this stuff. A little difficult and messy to remove, but lasts all day and once dry does not smear! Don't take off in tub or shower or you'll be cleaning up tiny ""eyelashes"" that can make a mess! Exceptional. This one is the best and the price is exceptional."
B07Z82BJNP,4.541176471,85,1,"Quality (28), Value (9), Delivery (2), Usability (18)",Make up travel bag. Not real happy had to put in the garage to air it out smells like chemicals Not quite as useful as it would seem... but sturdy none the less.. Fits all  If  Not sure you really need it to be quite this sturdy.  Great for travel. Worked great for organizing my makeup collection Love it.,"Based on 85 verified reviews (avg rating 4.5/5, credibility 1.00): Make up travel bag. Not real happy had to put in the garage to air it out smells like chemicals Not quite as useful as it would seem... but sturdy none the less.. Fits all  If  Not sure you really need it to be quite this sturdy.  Great for travel. Worked great for organizing my makeup collection Love it."
B07Z938SD2,2.87804878,41,1,"Quality (13), Value (7), Delivery (2), Usability (8)",These fake nails are awesome. The smallest nails are too small for   not good quality. The white paint comes off really fast and the nails are not think so the corners snag and get weak. The item breaks way to easy. It is not worth the price either.,"Based on 41 verified reviews (avg rating 2.9/5, credibility 1.00): These fake nails are awesome. The smallest nails are too small for   not good quality. The white paint comes off really fast and the nails are not think so the corners snag and get weak. The item breaks way to easy. It is not worth the price either."
B07Z93JR1M,3.6,40,1,"Quality (1), Value (5), Delivery (1), Usability (5)","This product doesn't work as promoted! Once again Amazon won't post   Reason: They claim   Hmmm below is. You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 40 verified reviews (avg rating 3.6/5, credibility 1.00): This product doesn't work as promoted! Once again Amazon won't post   Reason: They claim   Hmmm below is. You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers. Avoid using personal pronouns like 'I', 'my', or 'we'"
B07Z9WC7TM,2.543478261,46,1,"Quality (9), Value (17), Content (1), Usability (12)","Hair. When combining loose lots of hair and the ends really brittle and naps up quick. Looses its wave pattern fast Not good. No body. No bounce. Decent. Good quality for the time its used. Wore hair for 3 wks, after that  Good for quickweaves or ponytails Just no. Got the Hair. Hair was frizzy and got knotted. Extra thin.","Based on 46 verified reviews (avg rating 2.5/5, credibility 1.00): Hair. When combining loose lots of hair and the ends really brittle and naps up quick. Looses its wave pattern fast Not good. No body. No bounce. Decent. Good quality for the time its used. Wore hair for 3 wks, after that  Good for quickweaves or ponytails Just no. Got the Hair. Hair was frizzy and got knotted. Extra thin."
B07ZBLKQ88,4.705882353,34,1,"Value (1), Delivery (2), Usability (8)","This product was recommended to me for keeping bugs away and it totally works Excellent product. Best thing EVER  for dry skin FAST RELIEF FRESH SCENT. This is such a good product, I use it for all kinds of stuff Avon Skin So Soft.","Based on 34 verified reviews (avg rating 4.7/5, credibility 1.00): This product was recommended to me for keeping bugs away and it totally works Excellent product. Best thing EVER  for dry skin FAST RELIEF FRESH SCENT. This is such a good product, I use it for all kinds of stuff Avon Skin So Soft."
B07ZBT36XV,4.461538462,26,1,"Quality (2), Delivery (3), Content (3), Usability (7)","Two of the four stands arrived broken. Not hard to assemble, but issues with staying assembled. Easy to assemble. Saves space. Works for long and short wigs. Flimsy. Hook is too big.","Based on 26 verified reviews (avg rating 4.5/5, credibility 1.00): Two of the four stands arrived broken. Not hard to assemble, but issues with staying assembled. Easy to assemble. Saves space. Works for long and short wigs. Flimsy. Hook is too big."
B07ZHK71QC,3,27,1,"Quality (1), Usability (13)",Stencils were a help in being able to draw on symmetrical eyebrows without the help of eyebrow hairs. There are several shapes in the set and an elastic band to fasten the stencil around your head to hold it in place while you fill in the openings.,"Based on 27 verified reviews (avg rating 3.0/5, credibility 1.00): Stencils were a help in being able to draw on symmetrical eyebrows without the help of eyebrow hairs. There are several shapes in the set and an elastic band to fasten the stencil around your head to hold it in place while you fill in the openings."
B07ZHP2WJX,3.893203883,103,1,"Quality (3), Value (16), Delivery (2), Content (1), Usability (21)","You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'","Based on 103 verified reviews (avg rating 3.9/5, credibility 1.00): You are summarizing verified customer reviews collectively for an Amazon-like interface. Write a short paragraph summarizing overall opinions from many customers, including both praises and complaints. Avoid using personal pronouns like 'I', 'my', or 'we'"
